industry,industry_label,brand_name,domain,country,subcategory,description,source
mobility,Automotive & Mobility,Freego E-Bikes,freego.eu,UK,e-bikes,"UK e-bike brand with hybrid, folding and step-through models.",researched
mobility,Automotive & Mobility,Genesis Bikes,genesisbikes.co.uk,UK,gravel / road bikes,"British adventure, gravel and road bike brand.",researched
mobility,Automotive & Mobility,Gocycle,gocycle.com,UK,e-bikes,UK premium folding e-bike brand founded by ex-McLaren engineer Richard Thorpe.,researched
mobility,Automotive & Mobility,Hiplok,hiplok.com,UK,bike locks,Warwickshire-based wearable bike lock brand.,researched
mobility,Automotive & Mobility,Knog UK,knog.com.au,EU,bike lights,Australian cycling lights brand with UK retail presence.,researched
mobility,Automotive & Mobility,MATE Bike,matebike.eu,EU,e-bikes,Danish foldable e-bike brand with strong UK following.,researched
mobility,Automotive & Mobility,Mycle,mycle.co.uk,UK,e-bikes,"UK affordable e-bike brand with folding, step-through and cargo models.",researched
mobility,Automotive & Mobility,Orange Bikes,orangebikes.co.uk,UK,mountain bikes,Halifax-based hand-built UK mountain bike brand.,researched
mobility,Automotive & Mobility,Pace Cycles,pace-cycles.com,UK,mountain bikes,Yorkshire-based UK mountain bike and component brand.,researched
mobility,Automotive & Mobility,Pure Electric,pureelectric.com,UK,e-scooters,UK specialist e-scooter and e-bike retailer with national footprint.,researched
mobility,Automotive & Mobility,Raleigh UK,raleigh.co.uk,UK,bikes / e-bikes,"Heritage UK bicycle brand offering e-bikes, hybrids and kids bikes.",researched
mobility,Automotive & Mobility,Restrap,restrap.co.uk,UK,bikepacking gear,UK bikepacking bag brand (UK storefront).,researched
mobility,Automotive & Mobility,Swytch Bike,swytchbike.com,UK,e-bike conversion,London-based e-bike conversion kit brand.,researched
mobility,Automotive & Mobility,Temple Cycles,templecycles.co.uk,UK,city / commuter bikes,Bristol-based heritage-style city bike brand.,researched
mobility,Automotive & Mobility,Tern (UK),ternbicycles.com,US,folding / cargo bikes,Folding and cargo bike brand with strong UK distribution.,researched
mobility,Automotive & Mobility,Unagi UK,unagiscooters.com,US,e-scooters,Premium e-scooter brand serving UK shoppers.,researched
mobility,Automotive & Mobility,VOLT Bikes,voltbikes.co.uk,UK,e-bikes,"Award-winning UK e-bike brand with city, folding and hybrid electric bicycles.",researched
mobility,Automotive & Mobility,Whyte Bikes,whytebikes.com,UK,mountain bikes,"British mountain bike brand with trail, enduro and e-MTB models.",researched
mobility,Automotive & Mobility,Wisper Bikes,wisperbikes.com,UK,e-bikes,Kent-based long-established UK e-bike manufacturer.,researched
